cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100
33.25487175,31.81840692,88.41306558,78.87188815,7.03330853,254.8240879,115.5525883,1008.487914,178.6088534,57.57225059,1476.443076,1528.78109,26.61002924,143.8875305,72.87554195,108.5326605,113.0175062,25.48524194,119.7719575,517.6230958,76.3944459,76.48336677,364.5165687,221.0516182,17.31382269,113.1321917,470.3829897,370.6567195,136.9959829,185.1600909,27.19586087,121.5264053,34.65877931,56.93908043,229.4313104,28.87877477,117.5564038,138.1488932,95.09838334,556.7903746,32.3836178,165.0304928,82.35749221,69.35011161,143.1783755,32.44672162,24.20475456,54.9003171,518.9238509,95.17951829,125.3906919,74.45190618,144.0978715,34.7548961,286.5492623,161.5323222,40.18714536,95.06427538,184.2570179,157.233346,396.2058961,48.76497087,274.8255727,253.8003692,76.51730069,33.92232347,30.29112633,142.2785788,83.83690181,533.3098924,153.7207985,62.05711216,32.28031984,50.27954455,126.835173,57.34383574,150.5401943,64.43532115,80.99926586,43.35796083,604.8881621,125.5396609,113.3673738,16.57901245,174.1282157,32.34231424,36.90984899,225.5047383,57.24265593,15.66811444,528.4267046,8.352768782,159.6224804,248.949297,47.89600669,140.370738,139.6487566,254.8367523,146.0719616,70.46500622
224.9756239,200.4615297,35.28404807,22.18047874,105.6654045,68.44548748,33.59781004,97.89844634,24.04683708,105.7657086,48.1861489,234.4316969,1016.874658,36.01806998,259.2166428,205.4391181,83.91511697,57.18854556,434.9833293,12.11618524,47.31395144,21.39498516,363.3307,74.38814348,53.26762845,2173.392248,85.62375293,57.75735428,121.4940451,18.75715687,146.9808995,81.76397956,143.8146219,33.70443274,32.36301174,44.99652825,41.76298525,329.9859133,436.6559398,76.94632085,62.86964397,64.77768453,96.47042434,99.17681168,120.3055056,42.66253177,38.59426195,297.9952849,52.00670429,121.8810654,85.03215391,34.54112378,162.562397,107.0295403,364.9583933,101.2365224,64.61549494,118.9014398,27.5061152,39.0212335,149.9457034,64.51379641,84.27110596,80.22043561,46.96897988,11.95693376,127.5916551,192.797325,24.81091717,396.3916424,132.3109486,344.3437029,34.56458244,106.3548653,81.44973171,194.1259998,50.60955701,89.11274164,15.20069045,41.36266065,102.0062294,44.41949757,86.17934348,56.37771893,165.1625493,289.596423,39.54734601,66.21873582,379.8442341,9.984927898,65.37645696,709.6020246,807.2150141,105.277037,37.95461293,106.2141585,46.86286656,384.8360049,40.18594647,130.7009116
167.3102837,42.20293799,210.9296534,42.60919304,169.0576582,269.5251301,33.5003899,272.5971436,55.17263727,120.8262289,110.1493831,58.72136404,117.6957459,26.30000356,78.56003643,205.5708682,10.23563594,20.32951585,28.16450346,18.37351648,136.9455004,33.35046283,10.33413935,47.58089118,60.90801337,212.0422344,29.85188133,287.5190893,134.070089,129.3280446,38.37761434,635.02723,76.3806329,14.51383621,73.4161199,13.00788783,65.98912028,59.01389926,178.0082131,247.0266402,43.5493612,201.5643869,374.0251756,41.09374808,46.88021041,172.5657569,108.0990536,155.8314478,366.7514221,132.5663294,257.675559,167.8222632,138.8814081,132.434004,327.4460486,33.04069972,29.80920597,162.706181,79.86281386,96.93156477,188.9112593,191.1952291,69.22274521,65.85505107,96.89216015,260.6081112,137.8299235,377.2875055,89.33230044,277.4574548,217.6748229,166.0158824,136.2785165,68.04148569,80.71807201,113.2270954,94.52731976,231.1864363,80.69550526,83.89978731,55.46104666,78.38743694,84.03508227,8.901895451,22.99250522,83.72294637,69.04208355,27.08907938,12.28601746,63.1574478,173.0353252,530.1916961,86.6210802,400.6887096,97.80954385,101.0415789,124.5647067,37.69105335,85.47994501,223.2847134
42.53274344,65.26095534,28.56634423,128.2975527,137.6617766,172.146757,26.58082174,100.2066982,35.02080482,89.98251298,344.6825746,54.40601475,184.3218328,42.5351765,55.78314649,139.5917025,45.6447105,16.39596331,318.9927691,129.0703027,50.21734874,12.25484308,603.1764483,2671.434362,110.7727059,210.5675802,306.2985599,44.62059691,63.35816404,16.00464453,43.09563723,167.7390978,67.30833051,72.65981392,80.4342796,13.96191154,208.0191066,21.25319232,73.07087332,58.05765322,72.34209475,387.5969243,50.29673086,41.13677146,19.69462991,40.2174877,28.04513825,135.3611235,37.9775712,122.0025608,77.75575069,21.46530305,40.82898371,218.1346331,222.08853,668.8589991,89.69541847,20.16953275,41.74513731,135.434551,601.9270959,100.4850664,281.5716164,194.0432951,27.99170952,75.85983398,332.042023,216.1766958,143.1361309,145.0551834,55.06942708,24.06153931,328.7921509,21.75362713,35.20204158,168.8422746,25.47774817,51.83831703,27.58302351,167.4464431,140.6554126,137.2610646,140.1151763,157.1570693,170.6059467,12.57031954,77.57022372,100.732029,185.8009989,27.4540562,54.61998329,30.76436406,259.1067691,323.4590699,197.883154,26.51197764,141.4508231,284.4191944,106.4782757,51.10542557
30.38295497,46.27941235,183.9839188,58.45977434,113.0256676,328.6343701,160.5065803,352.3668363,16.41868798,67.98749018,96.06912837,160.5474105,27.96051618,201.5797038,122.411715,117.1911091,149.6777712,80.12929841,227.1353507,172.1265176,77.46224263,254.7740361,120.6095761,175.6953272,49.69092686,437.2179608,89.65877318,210.1544568,81.44137808,68.05866767,197.2433499,18.45588621,145.2368921,133.4285826,6.077969223,130.1096203,10.29421671,174.1303883,57.17325772,44.92808834,89.40295156,355.3318157,47.68786308,157.2918967,126.6158714,27.67366865,15.78370348,12.27315343,156.2213968,86.94345271,572.8200987,159.7603865,210.5442597,341.8539453,54.55890273,149.9194168,214.6037427,354.0193908,192.9924649,137.1598691,37.77985231,186.7107002,148.4526233,169.7370125,137.5029052,73.5644546,83.35712609,178.9961171,106.8719626,39.24764434,67.3458229,24.06778624,34.22540133,77.89711596,14.90754475,16.63414525,271.1209956,50.57114091,14.13011408,80.40985639,337.3325595,174.5575169,139.9637133,294.0488507,41.61657639,186.7347557,50.04458881,90.08594746,824.2429423,237.3259222,194.0290158,29.71559785,41.0078733,883.6989764,30.16551052,111.55072,219.7676957,249.325176,267.4979789,76.46789734
39.60729438,66.20412466,36.52153153,168.5224109,275.9873492,755.3744243,129.8155222,37.53292782,250.7546229,222.4625769,70.93410192,18.95646617,192.7337871,278.4237951,67.01337118,153.890732,68.31364488,178.0946668,80.05463069,63.77263221,100.647116,67.80220286,49.84822234,65.63197945,89.28628098,110.774338,416.7237872,23.15017104,73.72787494,169.2747489,524.2773842,137.8290794,88.78756297,66.1842878,136.2250318,242.0290887,74.89908615,106.0341707,111.8251336,186.6579195,273.5215486,119.0044416,83.41509836,363.0945005,106.1161361,436.0914542,84.61210508,166.3215502,19.18083121,80.44776072,88.07647402,42.16770242,31.94792123,232.3301226,224.5635485,24.5636573,137.6038349,29.59053895,31.4666034,152.2330314,45.33031436,243.1017262,93.552577,153.8762912,53.32329564,28.46794351,224.6968681,114.213727,70.87602617,96.47031327,338.9688932,44.78321327,42.54624302,48.44285943,18.44897349,204.3078934,109.1114292,110.7385452,86.19848875,54.04621742,39.51108977,210.9996349,21.62424907,139.812039,40.74724986,119.3798247,42.91877937,53.33849576,528.1423856,175.6129839,10.53921409,102.1469452,57.29349338,28.88648424,111.0283851,102.5105291,64.81217214,647.2311968,9.50017228,208.1417603
67.42236107,173.558273,57.16845724,49.70648649,16.27483962,73.00672584,1073.571051,242.1850754,480.858071,224.744751,282.6650727,222.0441896,144.8056403,50.27315446,52.82926311,18.15888556,89.49495779,221.2638047,252.6291382,99.00127259,52.05872367,2417.568213,188.0457964,372.6260258,64.22029995,86.66432935,140.9784579,481.3151783,65.92550909,211.3711656,11.08048403,54.20350455,24.72935311,274.0642909,76.36671332,60.92392276,353.9302452,274.8630183,36.6707266,138.0845927,26.35229667,55.94589012,453.3106432,383.802444,272.8763482,50.86098434,13.71607537,27.7795966,233.3539792,67.31829982,10.35419606,75.17453267,368.7943683,171.3089481,39.59652875,19.18412949,39.38766808,93.17949356,218.7815407,12.93659149,250.4355884,90.50976329,159.1391489,17.23159189,46.21690406,57.49889963,255.670971,251.6839283,139.0857236,447.7397649,53.76317753,247.7789935,86.83935957,46.18513088,226.6438943,358.2031669,216.6429087,54.08714513,56.27286041,356.9786039,128.1019468,206.350046,64.15474248,317.6769343,40.09472803,168.2332688,39.75855486,7.670831228,23.50098862,103.1614461,217.6575051,15.62227713,25.75362853,525.6029063,58.32907311,149.2615494,53.14716048,66.78090022,98.22337352,91.00931308
74.25014934,56.27236234,4.272243547,583.273091,539.3820909,29.93170416,76.08814553,356.1226894,244.2738722,322.6608007,30.82275087,1184.727532,28.97809038,191.3140545,103.6765525,60.11682077,61.59521579,33.40157944,456.0761521,98.44649747,116.6546603,111.0113927,61.85724603,28.96182997,116.0157908,11.0935133,21.78960578,30.67976464,30.60982811,100.2020669,445.1839414,19.7800896,138.8891344,221.3056446,33.46391847,85.38757501,205.1232263,69.72025635,72.19101937,122.4529398,84.77381813,51.64261016,78.36559412,591.6053608,215.6525784,36.06788752,25.92174982,62.80393679,339.9418933,120.6241024,44.63394924,217.5077686,78.77767238,29.35084982,142.7639339,413.2872245,138.9992167,109.0711445,46.70059342,158.9196186,30.85903157,17.23342782,86.19802206,86.95636962,958.199049,26.67302332,106.7944889,201.3516926,257.3901029,89.05690214,42.80880726,84.28601437,626.2539701,145.8733834,11.65252538,373.7021645,154.5476806,87.0452613,88.42337687,77.49475683,116.3449495,54.38743033,118.7489085,35.46846441,109.9633222,272.2817622,149.7857761,253.0911439,30.23896239,95.08704968,166.87588,30.93830723,430.873411,31.98259949,106.1145009,104.7767955,101.6636995,72.93549471,141.1660401,32.09934125
24.79484607,46.77885862,85.0020944,316.3179316,440.2990433,123.9008269,131.8403371,70.55235909,94.4483462,22.09727149,120.2933964,52.69109246,125.798167,63.68943294,46.45036231,72.30466307,62.37066729,268.9641792,110.9642506,138.7247045,26.02731111,402.1486151,105.569599,38.23374859,122.6146665,214.9561448,22.56325869,487.8982939,76.85874794,276.2125783,96.76267384,64.55884642,14.36909836,29.95894012,86.37166754,205.9951336,13.7126854,356.1817422,364.6691355,28.69387669,144.3586116,32.02000253,79.42395487,227.8443542,214.5064156,38.50643601,61.15205977,33.91428897,126.4116519,18.93334845,6.492674611,391.4321849,874.343145,57.10927054,192.6938167,89.34427952,393.1981958,156.6703525,110.350754,14.89258664,265.8562318,63.37987519,22.12061359,73.56749875,79.29870834,259.6168454,28.01118705,51.53990555,398.6643873,350.2565089,288.0731797,474.1501034,110.3912617,50.30559548,156.8365314,259.491287,1005.895302,12.61665375,118.3014116,173.2602125,85.23407921,18.95708521,188.9534885,41.30213769,149.2856372,223.0847415,325.042847,18.95629758,265.5337226,42.22526097,24.80339468,335.063701,283.230194,70.62729837,192.393106,38.07943066,77.39857898,81.96372458,67.98315443,187.5599892
418.7723838,57.0671667,87.12479775,462.5512442,64.77748113,6.658950099,150.5031157,37.09684735,33.16388869,372.7160291,1041.063439,31.82389614,252.4025369,81.92892979,103.731669,305.5876675,111.4609738,38.42217036,56.23791228,178.7762914,8.706350206,269.1434158,18.78107852,92.01310962,74.41377127,328.0183284,108.7279961,99.67741631,180.9346306,39.36926532,74.0026678,292.2426393,178.3010869,25.14108331,170.3672443,22.70103176,49.48597006,302.1490334,9.477824668,15.19529452,330.7532645,39.85337985,312.2196725,76.07729016,138.0720539,203.0148014,46.93614827,66.38088091,59.43616208,1504.301991,102.1198444,144.4307889,64.02326027,70.68330153,357.3639281,64.14308753,91.84811628,131.2313983,58.45611226,638.463275,21.57511113,672.6956374,63.33310075,349.7153881,12.19251927,234.1777919,216.2491608,25.24891106,41.74902599,109.2375475,282.5443216,41.8461876,71.94299008,433.263867,29.15576779,232.2452629,141.0011701,29.79037848,46.16085561,197.0145355,115.4640739,374.3152203,49.31439557,16.20811923,256.6791667,48.97835087,101.5285995,502.2217794,70.07639105,423.9244805,30.04993056,227.1274324,115.2149152,43.08730735,25.02789646,97.18765173,116.1827941,118.8006427,153.9851274,56.79875656
53.96826981,114.0843263,52.37402846,304.6695197,107.1399448,48.65388609,14.77751895,47.29094758,696.4659134,51.37941361,39.01712663,172.9404824,139.9511069,190.8769647,68.17138587,276.622626,27.86554947,85.72317696,44.51648913,177.8176591,102.5147573,273.0645139,705.213694,103.6122464,52.74048346,39.50721342,69.19758878,83.964842,659.7110359,29.10443178,30.16802424,59.86148498,161.9940269,204.6112546,36.30898752,102.2109287,86.23766422,297.4381994,267.51944,65.87238473,94.25404721,172.9015943,17.22750722,66.00490349,159.9518582,53.34433815,84.78187643,88.14581789,43.65626437,33.29876016,73.7095791,63.62281785,207.2850845,415.6660662,88.95028522,134.1115602,83.89656626,164.2451032,111.9996182,114.0452731,273.94165,33.53463719,382.9345218,127.6270593,107.8586971,51.40616716,76.41067476,130.8020098,11.43050596,49.32731829,161.7402434,67.05533766,40.42597219,47.67015253,113.9487781,17.55199494,215.1271483,10.28889672,54.4161224,40.9690753,25.82646627,30.63345339,115.5932257,79.85607635,66.62949634,8.839552246,23.9430786,78.94038028,37.41100255,40.57820378,257.1194372,107.2956758,31.69488712,56.33432248,67.70069992,45.5907488,34.32748652,85.47260524,188.895645,112.9394691
73.68895969,132.6640834,199.1221324,78.21692386,141.9968961,28.62919762,70.12990527,59.12783084,109.4715287,128.6788176,79.54970298,41.83719503,35.52674465,118.9282786,349.6165045,40.97099614,61.26454727,125.2962033,51.69595559,101.6537382,85.83302876,41.41936021,206.7357176,209.8321315,250.6705449,319.8962058,54.2519107,56.57222291,116.8882091,169.030805,64.09547982,58.94797007,48.50798737,396.312044,7.328960182,76.12844399,93.52351267,31.19913584,132.3468192,12.5901192,233.917587,17.05834309,9.946941529,41.94822728,105.8560756,46.91947504,51.45527608,125.6129024,31.22125393,82.61162873,148.1067049,461.2728146,145.3946663,500.0774529,141.6217872,89.72584666,9.42593699,26.45225601,65.43369738,183.5102374,65.20175768,155.034647,31.06831993,68.43403459,111.8329268,62.84141193,100.7690933,46.02809514,130.8884225,83.00867393,85.87997255,12.82264712,45.89386366,20.2946218,18.07052111,54.93314493,76.64632295,119.5339254,268.0738897,140.3866353,247.6633442,53.18038963,66.16554286,266.4452774,90.12586415,16.77274562,38.6074198,246.5567179,48.87483989,125.6429473,91.30656544,54.79738055,63.38413589,133.1825239,111.0053978,309.4108916,73.71307675,35.75864142,106.2615068,182.2418322
